,DecimalDegrees,DecimalDegrees,m asl,,JulianDay,,,,,,,cm,,,mm,g,g,g/g,cm2,cm2/g,
Utqiagvik,71.31667,156.6,3,None,217,2018,Salix pulchra,SALPUL,8,SALPUL8,DSHR,13.1,1.01352746,0.9501709469,0.3,0.0139,0.0114,0.8201438849,1.31887,115.6903509,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Salix pulchra,SALPUL,9,SALPUL9,DSHR,12.1,1.010987515,0.9532548922,0.32,0.0155,0.0119,0.7677419355,1.52244,127.9361345,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Salix pulchra,SALPUL,10,SALPUL10,DSHR,20,1.012012486,0.9587916183,0.31,0.0203,0.0171,0.842364532,2.14056,125.1789474,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Stellaria laeta,STELAE,1,STELAE1,FORB,5.7,0.9961783385,0.8657180682,0.33,0.0001,0.0003,3,0.19349,644.9666667,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Stellaria laeta,STELAE,2,STELAE2,FORB,5.2,0.9783269442,0.6174680942,0.43,0.0007,0.0004,0.5714285714,0.16823,420.575,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Stellaria laeta,STELAE,3,STELAE3,FORB,6.1,1.008787992,0.8138564079,0.39,0.0014,0.0014,1,0.34087,243.4785714,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Stellaria laeta,STELAE,4,STELAE4,FORB,4.1,0.9902296366,0.7286255404,0.47,0.0006,0.001,1.666666667,0.39499,394.99,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Stellaria laeta,STELAE,5,STELAE5,FORB,4.2,1.006156395,0.8636684661,0.41,0.0013,0.0008,0.6153846154,0.22297,278.7125,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Stellaria laeta,STELAE,6,STELAE6,FORB,3.7,0.9872719997,0.7301435545,0.38,0.0001,0.0002,2,0.21116,1055.8,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Stellaria laeta,STELAE,7,STELAE7,FORB,5.9,1.001809117,0.8366549563,0.32,0.0002,0.0001,0.5,0.11462,1146.2,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Stellaria laeta,STELAE,8,STELAE8,FORB,3.5,1.000717605,0.8704953005,0.29,0.0009,0.001,1.111111111,0.1293,129.3,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Stellaria laeta,STELAE,9,STELAE9,FORB,6.3,0.997043944,0.8716368294,0.4,0.0004,0.0001,0.25,0.20828,2082.8,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Stellaria laeta,STELAE,10,STELAE10,FORB,5.7,0.9599867469,0.5354366299,0.32,0.0004,0.0006,1.5,0.12961,216.0166667,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Vaccinium vitis-idaea,VACVIT,1,VACVIT1,ESHR,1.2,0.9765910289,0.8082134219,0.35,0.0038,0.0021,0.5526315789,0.16183,77.06190476,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Vaccinium vitis-idaea,VACVIT,2,VACVIT2,ESHR,1.1,1.00990701,0.8026427001,0.41,0.009,0.0051,0.5666666667,0.27198,53.32941176,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Vaccinium vitis-idaea,VACVIT,3,VACVIT3,ESHR,0.9,1.009154984,0.8527841252,0.4,0.0064,0.0028,0.4375,0.1998,71.35714286,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Vaccinium vitis-idaea,VACVIT,4,VACVIT4,ESHR,1.8,1.009357249,0.8602570472,0.31,0.0052,0.0029,0.5576923077,0.16535,57.01724138,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Vaccinium vitis-idaea,VACVIT,5,VACVIT5,ESHR,1.7,0.9989642411,0.7680991229,0.42,0.0169,0.0093,0.550295858,0.44329,47.6655914,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Vaccinium vitis-idaea,VACVIT,6,VACVIT6,ESHR,1.9,1.009486843,0.8377051305,0.41,0.0097,0.0054,0.5567010309,0.28356,52.51111111,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Vaccinium vitis-idaea,VACVIT,7,VACVIT7,ESHR,2.2,1.016735263,0.7238412531,0.43,0.0148,0.0075,0.5067567568,0.32658,43.544,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Vaccinium vitis-idaea,VACVIT,8,VACVIT8,ESHR,1.8,1.012763165,0.8352817742,0.41,0.0085,0.0037,0.4352941176,0.28117,75.99189189,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Vaccinium vitis-idaea,VACVIT,9,VACVIT9,ESHR,2.7,1.004384523,0.822573815,0.41,0.0047,0.0028,0.5957446809,0.16524,59.01428571,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Vaccinium vitis-idaea,VACVIT,10,VACVIT10,ESHR,1.1,1.009571307,0.7892960666,0.4,0.0163,0.0086,0.527607362,0.39487,45.91511628,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,231,2018,Arctophila fulva,ARCFUL,1,ARCFUL1,GRAM,53.2,1.028991392,0.7538496955,0.29,0.087,0.038,0.4367816092,5.15009,135.5286842,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,231,2018,Arctophila fulva,ARCFUL,2,ARCFUL2,GRAM,63.4,1.026018883,0.6866988578,0.27,0.213,0.076,0.3568075117,10.48485,137.9585526,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,231,2018,Arctophila fulva,ARCFUL,3,ARCFUL3,GRAM,46.5,1.032499895,0.7492747756,0.23,0.086,0.027,0.3139534884,5.46965,202.5796296,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,231,2018,Arctophila fulva,ARCFUL,4,ARCFUL4,GRAM,42.1,1.02253901,0.6619805011,0.31,0.123,0.056,0.4552845528,7.25019,129.4676786,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,231,2018,Arctophila fulva,ARCFUL,5,ARCFUL5,GRAM,67.8,1.01998055,0.6727308033,0.19,0.046,0.017,0.3695652174,3.94219,231.8935294,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,231,2018,Arctophila fulva,ARCFUL,6,ARCFUL6,GRAM,40.7,1.024704392,0.6767315092,0.36,0.303,0.119,0.3927392739,15.07431,126.6748739,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,231,2018,Arctophila fulva,ARCFUL,7,ARCFUL7,GRAM,67.2,1.027917765,0.6953838903,0.31,0.206,0.08,0.3883495146,9.15937,114.492125,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,231,2018,Arctophila fulva,ARCFUL,8,ARCFUL8,GRAM,69.1,1.020437536,0.7119931211,0.34,0.167,0.071,0.4251497006,8.76225,123.4119718,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,231,2018,Arctophila fulva,ARCFUL,9,ARCFUL9,GRAM,52.4,1.0154193,0.7396095457,0.33,0.128,0.05,0.390625,7.04593,140.9186,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,231,2018,Arctophila fulva,ARCFUL,10,ARCFUL10,GRAM,58.4,1.012464855,0.7149533476,0.24,0.124,0.042,0.3387096774,7.00021,166.6716667,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Betula nana,BETNAN,1,BETNAN1,DSHR,8.5,1.043927497,0.9140264588,0.2,0.014,0.0075,0.5357142857,1.09249,145.6653333,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Betula nana,BETNAN,2,BETNAN2,DSHR,13.5,1.030577457,0.9015988425,0.2,0.013,0.0079,0.6076923077,1.05353,133.3582278,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Betula nana,BETNAN,3,BETNAN3,DSHR,14.3,1.040906973,0.9047042324,0.1,0.008,0.0069,0.8625,0.98373,142.5695652,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Betula nana,BETNAN,4,BETNAN4,DSHR,13.7,1.035322993,0.9419542745,0.2,0.01,0.0066,0.66,0.75925,115.0378788,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Betula nana,BETNAN,5,BETNAN5,DSHR,8.7,1.027209194,0.9163574531,0.2,0.007,0.0046,0.6571428571,0.65797,143.0369565,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Betula nana,BETNAN,6,BETNAN6,DSHR,27.5,1.035815194,0.9586349514,0.1,0.01,0.0055,0.55,0.82478,149.96,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Betula nana,BETNAN,7,BETNAN7,DSHR,10,1.034333309,0.9106864186,0.2,0.16,0.0083,0.051875,1.16177,139.9722892,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Betula nana,BETNAN,8,BETNAN8,DSHR,16.6,1.031002872,0.9064326473,0.2,0.012,0.0059,0.4916666667,1.15996,196.6033898,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Betula nana,BETNAN,9,BETNAN9,DSHR,21.2,1.031237006,0.9081944749,0.2,0.015,0.0091,0.6066666667,1.35284,148.6637363,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Betula nana,BETNAN,10,BETNAN10,DSHR,11,1.025579527,0.8856256515,0.2,0.006,0.0056,0.9333333333,0.85536,152.7428571,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Carex aquatilis,CARAQU,1,CARAQU1,GRAM,19,1.026121792,0.7309114136,0.3,0.045,0.0213,0.4733333333,2.1111,99.11267606,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Carex aquatilis,CARAQU,2,CARAQU2,GRAM,16.9,1.014260875,0.6474127079,0.2,0.075,0.0277,0.3693333333,1.53769,55.51227437,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Carex aquatilis,CARAQU,3,CARAQU3,GRAM,13,1.014084931,0.8539373276,0.1,0.034,0.0192,0.5647058824,2.06147,107.3682292,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Carex aquatilis,CARAQU,4,CARAQU4,GRAM,13.9,1.006146917,0.7872308326,0.2,0.033,0.0216,0.6545454545,2.09327,96.91064815,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Carex aquatilis,CARAQU,5,CARAQU5,GRAM,12.2,1.011869296,0.8254679158,0.1,0.046,0.0211,0.4586956522,1.71255,81.16350711,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Carex aquatilis,CARAQU,6,CARAQU6,GRAM,19.4,1.003563949,0.8489043624,0.1,0.004,0.0043,1.075,0.22773,52.96046512,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Carex aquatilis,CARAQU,7,CARAQU7,GRAM,17.2,1.005464364,0.8121193095,0.2,0.016,0.0106,0.6625,1.84281,173.85,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Carex aquatilis,CARAQU,8,CARAQU8,GRAM,15.3,1.026058606,0.6158237306,0.2,0.062,0.0258,0.4161290323,4.1401,160.4689922,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Carex aquatilis,CARAQU,9,CARAQU9,GRAM,15.5,1.01067953,0.8575407304,0.2,0.03,0.0111,0.37,0.90232,81.29009009,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Carex aquatilis,CARAQU,10,CARAQU10,GRAM,14,0.9974612748,0.8453265276,0.1,0.084,0.037,0.4404761905,3.69831,99.95432432,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Cassiope tetragona,CASTET,1,CASTET1,ESHR,6,0.9954874128,0.6309920882,2,0.036,0.0276,0.7666666667,0.70142,25.41376812,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Cassiope tetragona,CASTET,2,CASTET2,ESHR,7.1,1.014305071,0.8061691404,1.6,0.05,0.035,0.7,0.93204,26.62971429,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Cassiope tetragona,CASTET,3,CASTET3,ESHR,9.6,1.003529924,0.78957748,1.7,0.036,0.0302,0.8388888889,0.98738,32.69470199,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Cassiope tetragona,CASTET,4,CASTET4,ESHR,8.7,0.9935040928,0.762871192,0.9,0.03,0.0256,0.8533333333,0.94608,36.95625,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Cassiope tetragona,CASTET,5,CASTET5,ESHR,9.6,1.027872285,0.8182576823,1.4,0.069,0.0388,0.5623188406,0.9693,24.98195876,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Cassiope tetragona,CASTET,6,CASTET6,ESHR,8.6,0.9961290232,0.7376004684,1,0.049,0.0463,0.9448979592,1.28388,27.72958963,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Cassiope tetragona,CASTET,7,CASTET7,ESHR,8.3,1.013735669,0.8065117854,1.7,0.046,0.0305,0.6630434783,0.77315,25.34918033,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Cassiope tetragona,CASTET,8,CASTET8,ESHR,8.4,0.9973266697,0.7954917823,1.5,0.058,0.0345,0.5948275862,1.03707,30.06,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Cassiope tetragona,CASTET,9,CASTET9,ESHR,17.4,0.990871532,0.7240456579,1.7,0.067,0.0502,0.7492537313,1.25533,25.00657371,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Cassiope tetragona,CASTET,10,CASTET10,ESHR,8.2,1.019898873,0.7646286724,1.9,0.114,0.0737,0.6464912281,2.44056,33.11478969,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum angustifolium,ERIANG,1,ERIANG1,GRAM,21.1,1.037176056,0.8889585651,0.1,0.22,0.0554,0.2518181818,11.20569,202.2687726,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum angustifolium,ERIANG,2,ERIANG2,GRAM,24.3,1.035565604,0.8423633144,0.2,0.434,0.1385,0.319124424,28.44646,205.3896029,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum angustifolium,ERIANG,3,ERIANG3,GRAM,21.6,1.034145546,0.852638888,0.3,0.284,0.0785,0.2764084507,16.64734,212.0680255,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum angustifolium,ERIANG,4,ERIANG4,GRAM,35.2,1.033096319,0.9057742666,0.4,0.402,0.1242,0.3089552239,23.9112,192.5217391,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum angustifolium,ERIANG,5,ERIANG5,GRAM,21.2,1.059360976,0.4722547944,0.1,0.094,0.0201,0.2138297872,3.78462,188.2895522,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum angustifolium,ERIANG,6,ERIANG6,GRAM,33.2,1.02583662,0.8750411113,0.3,0.557,0.1395,0.250448833,24.44233,175.2138351,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum angustifolium,ERIANG,7,ERIANG7,GRAM,24.6,1.01982288,0.8231243314,0.4,0.196,0.0553,0.2821428571,10.09735,182.5922242,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum angustifolium,ERIANG,8,ERIANG8,GRAM,31.2,1.015485632,0.8741961225,0.3,0.374,0.1174,0.3139037433,21.40128,182.2936968,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum angustifolium,ERIANG,9,ERIANG9,GRAM,27.8,1.018438516,0.8357891469,0.5,0.23,0.0973,0.4230434783,17.39794,178.8071942,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum angustifolium,ERIANG,10,ERIANG10,GRAM,31.2,1.01293031,0.820805519,0.5,0.464,0.1293,0.2786637931,27.10398,209.6208817,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum russeolum,ERIRUS,1,ERIRUS1,GRAM,16.2,1.031674911,0.8336772014,0.2,0.013,0.0085,0.6538461538,0.49603,58.35647059,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum russeolum,ERIRUS,2,ERIRUS2,GRAM,15.3,1.029231988,0.8779396492,0.6,0.033,0.0158,0.4787878788,1.07547,68.06772152,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum russeolum,ERIRUS,3,ERIRUS3,GRAM,13.1,1.030757265,0.7545270022,0.6,0.055,0.0156,0.2836363636,1.65807,106.2865385,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum russeolum,ERIRUS,4,ERIRUS4,GRAM,16.1,1.034428593,0.8046059784,0.4,0.061,0.0186,0.3049180328,1.27735,68.67473118,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum russeolum,ERIRUS,5,ERIRUS5,GRAM,15.2,1.015870105,0.9001911753,0.5,0.028,0.0104,0.3714285714,1.02276,98.34230769,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum russeolum,ERIRUS,6,ERIRUS6,GRAM,14.3,1.016353774,0.8798953091,0.5,0.06,0.0229,0.3816666667,3.56843,155.8266376,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum russeolum,ERIRUS,7,ERIRUS7,GRAM,16.3,1.095834825,0.5223131057,0.5,0.035,0.0137,0.3914285714,1.51717,110.7423358,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum russeolum,ERIRUS,8,ERIRUS8,GRAM,15.7,1.040033692,0.7366200463,0.6,0.014,0.0056,0.4,0.79721,142.3589286,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum russeolum,ERIRUS,9,ERIRUS9,GRAM,15.9,1.056267104,0.6191881278,0.6,0.049,0.0166,0.3387755102,1.3786,83.04819277,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,180,2018,Eriophorum russeolum,ERIRUS,10,ERIRUS10,GRAM,16.2,1.058671894,0.6268860522,0.7,0.048,0.0236,0.4916666667,0.5796,24.55932203,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,176,2018,Eriophorum vaginatum,ERIVAG,1,ERIVAG1,GRAM,14.4,1.037704765,0.1001871239,0.2,0.03,0.0113,0.3766666667,0.68621,60.72654867,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,176,2018,Eriophorum vaginatum,ERIVAG,2,ERIVAG2,GRAM,40,1.040652848,0.735535803,0.7,0.06,0.0214,0.3566666667,1.85883,86.86121495,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,176,2018,Eriophorum vaginatum,ERIVAG,3,ERIVAG3,GRAM,29,1.052838943,0.722832024,0.6,0.4,0.0162,0.0405,1.36744,84.40987654,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,176,2018,Eriophorum vaginatum,ERIVAG,4,ERIVAG4,GRAM,20,1.041773531,0.7582571806,0.3,0.03,0.0141,0.47,1.84918,131.1475177,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,176,2018,Eriophorum vaginatum,ERIVAG,5,ERIVAG5,GRAM,22,1.02611305,0.48427939,0.5,0.03,0.0143,0.4766666667,1.89755,132.6958042,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,176,2018,Eriophorum vaginatum,ERIVAG,6,ERIVAG6,GRAM,28.7,1.031347394,0.689009821,0.3,0.04,0.0162,0.405,1.81215,111.8611111,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,176,2018,Eriophorum vaginatum,ERIVAG,7,ERIVAG7,GRAM,32,1.026212396,0.6255894408,0.4,0.04,0.019,0.475,2.01985,106.3078947,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,176,2018,Eriophorum vaginatum,ERIVAG,8,ERIVAG8,GRAM,27.6,1.02879163,0.8115910224,0.3,0.06,0.0262,0.4366666667,1.79287,68.43015267,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,176,2018,Eriophorum vaginatum,ERIVAG,9,ERIVAG9,GRAM,17.5,1.025580574,0.7422579096,0.3,0.03,0.0091,0.3033333333,0.88467,97.21648352,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,176,2018,Eriophorum vaginatum,ERIVAG,10,ERIVAG10,GRAM,31,1.017935923,0.3320631103,0.7,0.07,0.0274,0.3914285714,1.95299,71.2770073,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Ledum palustre,LEDPAL,1,LEDPAL1,ESHR,4.4,1.018864633,0.797492461,0.5,0.002,0.0028,1.4,0.10628,37.95714286,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Ledum palustre,LEDPAL,2,LEDPAL2,ESHR,5.3,0.991625628,0.5075277753,0.3,0.001,0.0019,1.9,0.03838,20.2,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Ledum palustre,LEDPAL,3,LEDPAL3,ESHR,6.1,1.003727451,0.68130849,0.1,0.001,0.0014,1.4,0.05729,40.92142857,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Ledum palustre,LEDPAL,4,LEDPAL4,ESHR,12.4,1.009677725,0.7698505125,0.5,0.002,0.0021,1.05,0.11857,56.46190476,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Ledum palustre,LEDPAL,5,LEDPAL5,ESHR,10.5,1.019759595,0.8983846167,0.3,0.003,0.0026,0.8666666667,0.14587,56.10384615,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Ledum palustre,LEDPAL,6,LEDPAL6,ESHR,10.3,1.018819192,0.849409111,0.3,0.001,0.0023,2.3,0.11216,48.76521739,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Ledum palustre,LEDPAL,7,LEDPAL7,ESHR,8.8,1.005495862,0.7907242854,0.3,0.001,0.0024,2.4,0.11983,49.92916667,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Ledum palustre,LEDPAL,8,LEDPAL8,ESHR,6.1,1.013736148,0.6426302541,0.3,0.002,0.0035,1.75,0.18137,51.82,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Ledum palustre,LEDPAL,9,LEDPAL9,ESHR,6.9,1.016810144,0.8128533911,0.3,0.001,0.0031,3.1,0.24092,77.71612903,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Ledum palustre,LEDPAL,10,LEDPAL10,ESHR,6.7,1.011017993,0.8330844973,0.4,0.001,0.002,2,0.21618,108.09,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Luzula confusa,LUZCON,1,LUZCON1,GRAM,7.8,1.036475684,0.5676874821,0.1,0.017,0.0105,0.6176470588,0.74709,71.15142857,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Luzula confusa,LUZCON,2,LUZCON2,GRAM,6.2,1.055649066,0.5155149694,0.1,0.029,0.01,0.3448275862,0.65874,65.874,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Luzula confusa,LUZCON,3,LUZCON3,GRAM,6,1.054407144,0.4564062643,0.1,0.015,0.0062,0.4133333333,0.4294,69.25806452,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Luzula confusa,LUZCON,4,LUZCON4,GRAM,6,1.038667799,0.3756108677,0.2,0.02,0.0086,0.43,0.27984,32.53953488,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Luzula confusa,LUZCON,5,LUZCON5,GRAM,6,1.034195166,0.5857754548,0.1,0.013,0.0062,0.4769230769,0.44573,71.89193548,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Luzula confusa,LUZCON,6,LUZCON6,GRAM,8,1.0503198,0.6687450245,0.1,0.031,0.0116,0.3741935484,0.7122,61.39655172,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Luzula confusa,LUZCON,7,LUZCON7,GRAM,8,1.047675205,0.6120489579,0.2,0.01,0.0043,0.43,0.32876,76.45581395,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Luzula confusa,LUZCON,8,LUZCON8,GRAM,8,1.018125721,0.7019267027,0.2,0.011,0.0089,0.8090909091,0.6171,69.33707865,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Luzula confusa,LUZCON,9,LUZCON9,GRAM,7.4,1.035884636,0.7383235323,0.1,0.012,0.0072,0.6,0.73277,101.7736111,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Luzula confusa,LUZCON,10,LUZCON10,GRAM,6.7,1.030469708,0.7053924372,0.2,0.028,0.014,0.5,1.09139,77.95642857,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Pedicularis lanata,PEDLAN,1,PEDLAN1,FORB,11.2,1.028356888,0.9092931082,0.3,0.06,0.0261,0.435,3.27078,125.3172414,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Pedicularis lanata,PEDLAN,2,PEDLAN2,FORB,8.9,1.019175693,0.7834867295,0.3,0.099,0.0306,0.3090909091,2.6798,87.5751634,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Pedicularis lanata,PEDLAN,3,PEDLAN3,FORB,10.2,1.017169794,0.6802686081,0.3,0.059,0.0235,0.3983050847,2.58195,109.8702128,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Pedicularis lanata,PEDLAN,4,PEDLAN4,FORB,12.2,1.011021965,0.7162950674,0.2,0.018,0.0071,0.3944444444,1.06794,150.4140845,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Pedicularis lanata,PEDLAN,5,PEDLAN5,FORB,7.4,1.026513934,0.5919850523,0.4,0.065,0.0267,0.4107692308,1.96803,73.70898876,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Pedicularis lanata,PEDLAN,6,PEDLAN6,FORB,8.5,1.010389856,0.7182745858,0.3,0.067,0.0303,0.452238806,2.85691,94.28745875,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Pedicularis lanata,PEDLAN,7,PEDLAN7,FORB,4.6,1.014745824,0.563284728,0.6,0.107,0.0418,0.3906542056,3.12448,74.74832536,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Pedicularis lanata,PEDLAN,8,PEDLAN8,FORB,6.5,1.003524813,0.7294101362,0.2,0.031,0.0151,0.4870967742,1.4856,98.38410596,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Pedicularis lanata,PEDLAN,9,PEDLAN9,FORB,6.8,1.014607042,0.6707761386,0.4,0.04,0.018,0.45,1.63296,90.72,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,179,2018,Pedicularis lanata,PEDLAN,10,PEDLAN10,FORB,10.5,1.004565984,0.645391563,0.4,0.096,0.0382,0.3979166667,2.42106,63.37853403,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Petasites frigidus,PETFRI,1,PETFRI1,FORB,9.7,1.039430237,0.8624095938,0.6,0.979,0.2372,0.242288049,26.50156,111.7266442,Katlyn Betway
