Year,Site,Treatment,Block,Plot,Species,Rel.cover,Accepted.Latin.Name.or.category,functional_group,Total.cover,Abs.cover
2014,06MAT,F5,3,6,Pol bis,0.9,Polygonum bistorta,forb,NA,NA
2014,06MAT,F5,3,7,Pol bis,0.9,Polygonum bistorta,forb,NA,NA
2014,06MAT,F5,3,8,Pol bis,1.1,Polygonum bistorta,forb,NA,NA
2014,06MAT,F10,3,1,Pol bis,4.4,Polygonum bistorta,forb,NA,NA
2014,06MAT,F10,3,2,Pol bis,2,Polygonum bistorta,forb,NA,NA
2014,06MAT,F10,3,3,Pol bis,2.1,Polygonum bistorta,forb,NA,NA
2014,06MAT,F10,3,4,Pol bis,2.2,Polygonum bistorta,forb,NA,NA
2014,06MAT,F10,3,5,Pol bis,1,Polygonum bistorta,forb,NA,NA
2014,06MAT,F10,3,6,Pol bis,2.9,Polygonum bistorta,forb,NA,NA
2014,06MAT,F10,3,7,Pol bis,1,Polygonum bistorta,forb,NA,NA
2014,06MAT,F10,3,8,Pol bis,1.9,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,1,1,Pol bis,0.9,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,1,2,Pol bis,0.7,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,1,4,Pol bis,0.8,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,1,5,Pol bis,0.9,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,2,1,Pol bis,0.7,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,2,2,Pol bis,0.7,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,2,3,Pol bis,0.7,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,2,4,Pol bis,0.8,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,2,5,Pol bis,0.9,Polygonum bistorta,forb,NA,NA
2015,06MAT,F2,2,1,Pol bis,0.6,Polygonum bistorta,forb,NA,NA
2015,06MAT,F2,2,2,Pol bis,0.6,Polygonum bistorta,forb,NA,NA
2015,06MAT,F2,2,3,Pol bis,2.4,Polygonum bistorta,forb,NA,NA
2015,06MAT,F2,2,4,Pol bis,5.2,Polygonum bistorta,forb,NA,NA
2015,06MAT,F2,2,5,Pol bis,1.6,Polygonum bistorta,forb,NA,NA
2015,06MAT,F5,2,1,Pol bis,0.6,Polygonum bistorta,forb,NA,NA
2015,06MAT,F5,2,2,Pol bis,0.8,Polygonum bistorta,forb,NA,NA
2015,06MAT,F5,2,4,Pol bis,0.7,Polygonum bistorta,forb,NA,NA
2015,06MAT,F5,2,5,Pol bis,0.8,Polygonum bistorta,forb,NA,NA
2015,06MAT,F10,2,1,Pol bis,0.8,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,3,1,Pol bis,0.8,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,3,2,Pol bis,2.2,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,3,3,Pol bis,0.8,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,3,4,Pol bis,0.9,Polygonum bistorta,forb,NA,NA
2015,06MAT,CT,3,5,Pol bis,1.1,Polygonum bistorta,forb,NA,NA
2015,06MAT,F2,3,1,Pol bis,3.1,Polygonum bistorta,forb,NA,NA
2015,06MAT,F2,3,2,Pol bis,0.8,Polygonum bistorta,forb,NA,NA
2015,06MAT,F2,3,3,Pol bis,1.7,Polygonum bistorta,forb,NA,NA
2015,06MAT,F2,3,4,Pol bis,0.8,Polygonum bistorta,forb,NA,NA
2015,06MAT,F2,3,5,Pol bis,1.4,Polygonum bistorta,forb,NA,NA
2015,06MAT,F5,3,2,Pol bis,1.5,Polygonum bistorta,forb,NA,NA
2015,06MAT,F5,3,3,Pol bis,0.9,Polygonum bistorta,forb,NA,NA
2015,06MAT,F5,3,4,Pol bis,0.7,Polygonum bistorta,forb,NA,NA
2015,06MAT,F5,3,5,Pol bis,0.7,Polygonum bistorta,forb,NA,NA
2015,06MAT,F10,3,1,Pol bis,1.2,Polygonum bistorta,forb,NA,NA
2015,06MAT,F10,3,2,Pol bis,2.1,Polygonum bistorta,forb,NA,NA
2015,06MAT,F10,3,3,Pol bis,1.9,Polygonum bistorta,forb,NA,NA
2015,06MAT,F10,3,4,Pol bis,0.9,Polygonum bistorta,forb,NA,NA
2015,06MAT,F10,3,5,Pol bis,1.2,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,1,1,Pol bis,1.4,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,1,6,Pol bis,0.9,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,1,8,Pol bis,1.3,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,1,1,Pol bis,1.8,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,1,2,Pol bis,0.7,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,1,3,Pol bis,1,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,1,4,Pol bis,3.3,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,1,5,Pol bis,2.2,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,1,6,Pol bis,2.2,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,1,1,Pol bis,1.2,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,1,3,Pol bis,2.5,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,1,5,Pol bis,4.4,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,1,7,Pol bis,2.6,Polygonum bistorta,forb,NA,NA
2016,06MAT,F10,1,1,Pol bis,1.7,Polygonum bistorta,forb,NA,NA
2016,06MAT,F10,1,2,Pol bis,2.4,Polygonum bistorta,forb,NA,NA
2016,06MAT,F10,1,4,Pol bis,1.4,Polygonum bistorta,forb,NA,NA
2016,06MAT,F10,1,5,Pol bis,1.5,Polygonum bistorta,forb,NA,NA
2016,06MAT,F10,1,7,Pol bis,2.3,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,2,2,Pol bis,1,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,2,3,Pol bis,0.8,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,2,6,Pol bis,4.4,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,2,7,Pol bis,0.9,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,2,8,Pol bis,2.1,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,2,1,Pol bis,0.9,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,2,2,Pol bis,1,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,2,3,Pol bis,0.8,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,2,4,Pol bis,2.5,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,2,5,Pol bis,1.7,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,2,6,Pol bis,1.3,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,2,7,Pol bis,1.2,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,2,1,Pol bis,2.2,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,2,2,Pol bis,1.1,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,2,3,Pol bis,1.1,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,2,4,Pol bis,4.4,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,2,5,Pol bis,4.9,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,2,6,Pol bis,3.2,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,2,7,Pol bis,2,Polygonum bistorta,forb,NA,NA
2016,06MAT,F10,2,5,Pol bis,0.9,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,3,2,Pol bis,2.6,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,3,3,Pol bis,1.8,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,3,4,Pol bis,2.7,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,3,5,Pol bis,1.6,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,3,6,Pol bis,2.7,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,3,7,Pol bis,2.7,Polygonum bistorta,forb,NA,NA
2016,06MAT,CT,3,8,Pol bis,2.3,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,3,1,Pol bis,0.8,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,3,2,Pol bis,2.3,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,3,3,Pol bis,1.9,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,3,4,Pol bis,4.9,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,3,5,Pol bis,3.3,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,3,6,Pol bis,2.2,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,3,7,Pol bis,0.8,Polygonum bistorta,forb,NA,NA
2016,06MAT,F2,3,8,Pol bis,1.2,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,3,1,Pol bis,3.6,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,3,2,Pol bis,4.2,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,3,3,Pol bis,2.6,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,3,4,Pol bis,4.3,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,3,5,Pol bis,2.7,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,3,6,Pol bis,1.9,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,3,7,Pol bis,1.9,Polygonum bistorta,forb,NA,NA
2016,06MAT,F5,3,8,Pol bis,3,Polygonum bistorta,forb,NA,NA
2016,06MAT,F10,3,3,Pol bis,1.5,Polygonum bistorta,forb,NA,NA
2016,06MAT,F10,3,4,Pol bis,1.9,Polygonum bistorta,forb,NA,NA
2017,06MAT,CT,1,2,Pol bis,0.4,Polygonum bistorta,forb,115,46
2017,06MAT,CT,1,3,Pol bis,0.6,Polygonum bistorta,forb,76,45.6
2017,06MAT,CT,1,4,Pol bis,0.4,Polygonum bistorta,forb,121,48.400000000000006
2017,06MAT,CT,1,5,Pol bis,0.8,Polygonum bistorta,forb,63,50.400000000000006
2017,06MAT,CT,1,6,Pol bis,0.8,Polygonum bistorta,forb,119,95.2
2017,06MAT,CT,1,8,Pol bis,0.4,Polygonum bistorta,forb,116,46.400000000000006
2017,06MAT,F5,1,1,Pol bis,1,Polygonum bistorta,forb,99,99
2017,06MAT,F5,1,2,Pol bis,1.1,Polygonum bistorta,forb,87,95.7
2017,06MAT,F5,1,3,Pol bis,1.7,Polygonum bistorta,forb,114,193.79999999999998
2017,06MAT,F5,1,4,Pol bis,1.6,Polygonum bistorta,forb,124,198.4
2017,06MAT,F5,1,5,Pol bis,0.4,Polygonum bistorta,forb,115,46
2017,06MAT,F5,1,6,Pol bis,0.5,Polygonum bistorta,forb,100,50
2017,06MAT,F5,1,8,Pol bis,1,Polygonum bistorta,forb,96,96
2017,06MAT,F10,1,4,Pol bis,0.5,Polygonum bistorta,forb,108,54
2017,06MAT,F10,1,5,Pol bis,0.6,Polygonum bistorta,forb,82,49.199999999999996
2017,06MAT,CT,2,1,Pol bis,0.5,Polygonum bistorta,forb,96,48
2017,06MAT,CT,2,2,Pol bis,1.4,Polygonum bistorta,forb,73,102.19999999999999
2017,06MAT,CT,2,3,Pol bis,0.4,Polygonum bistorta,forb,116,46.400000000000006
2017,06MAT,CT,2,4,Pol bis,0.8,Polygonum bistorta,forb,61,48.800000000000004
2017,06MAT,CT,2,5,Pol bis,1,Polygonum bistorta,forb,97,97
2017,06MAT,CT,2,6,Pol bis,1.3,Polygonum bistorta,forb,78,101.4
2017,06MAT,CT,2,7,Pol bis,0.4,Polygonum bistorta,forb,111,44.400000000000006
2017,06MAT,CT,2,8,Pol bis,0.8,Polygonum bistorta,forb,59,47.2
2017,06MAT,F2,2,1,Pol bis,4.9,Polygonum bistorta,forb,61,298.90000000000003
2017,06MAT,F2,2,2,Pol bis,3.5,Polygonum bistorta,forb,113,395.5
2017,06MAT,F2,2,3,Pol bis,0.5,Polygonum bistorta,forb,103,51.5
2017,06MAT,F2,2,4,Pol bis,1.3,Polygonum bistorta,forb,75,97.5
2017,06MAT,F2,2,5,Pol bis,1.3,Polygonum bistorta,forb,75,97.5
2017,06MAT,F2,2,6,Pol bis,0.9,Polygonum bistorta,forb,106,95.4
2017,06MAT,F2,2,7,Pol bis,0.5,Polygonum bistorta,forb,106,53
2017,06MAT,F2,2,8,Pol bis,0.7,Polygonum bistorta,forb,71,49.699999999999996
2017,06MAT,F5,2,1,Pol bis,1.3,Polygonum bistorta,forb,75,97.5
2017,06MAT,F5,2,3,Pol bis,0.5,Polygonum bistorta,forb,99,49.5
2017,06MAT,F5,2,4,Pol bis,1.8,Polygonum bistorta,forb,55,99
2017,06MAT,F5,2,7,Pol bis,0.5,Polygonum bistorta,forb,95,47.5
2017,06MAT,F5,2,8,Pol bis,1.3,Polygonum bistorta,forb,77,100.10000000000001
2017,06MAT,CT,3,1,Pol bis,3.4,Polygonum bistorta,forb,88,299.2
2017,06MAT,CT,3,2,Pol bis,1.5,Polygonum bistorta,forb,67,100.5
2017,06MAT,CT,3,3,Pol bis,2.1,Polygonum bistorta,forb,97,203.70000000000002
2017,06MAT,CT,3,4,Pol bis,1.4,Polygonum bistorta,forb,72,100.8
2017,06MAT,CT,3,5,Pol bis,1,Polygonum bistorta,forb,95,95
2017,06MAT,CT,3,6,Pol bis,1.3,Polygonum bistorta,forb,79,102.7
2017,06MAT,CT,3,7,Pol bis,0.9,Polygonum bistorta,forb,108,97.2
2017,06MAT,CT,3,8,Pol bis,0.7,Polygonum bistorta,forb,68,47.599999999999994
2017,06MAT,F2,3,1,Pol bis,0.7,Polygonum bistorta,forb,73,51.099999999999994
2017,06MAT,F2,3,2,Pol bis,2.3,Polygonum bistorta,forb,132,303.59999999999997
2017,06MAT,F2,3,3,Pol bis,1.2,Polygonum bistorta,forb,80,96
2017,06MAT,F2,3,4,Pol bis,0.9,Polygonum bistorta,forb,106,95.4
2017,06MAT,F2,3,5,Pol bis,0.9,Polygonum bistorta,forb,57,51.300000000000004
2017,06MAT,F2,3,6,Pol bis,1.3,Polygonum bistorta,forb,75,97.5
2017,06MAT,F2,3,7,Pol bis,0.7,Polygonum bistorta,forb,65,45.5
2017,06MAT,F2,3,8,Pol bis,1,Polygonum bistorta,forb,101,101
2017,06MAT,F5,3,1,Pol bis,0.8,Polygonum bistorta,forb,65,52
2017,06MAT,F5,3,2,Pol bis,2.7,Polygonum bistorta,forb,75,202.5
2017,06MAT,F5,3,3,Pol bis,3.6,Polygonum bistorta,forb,83,298.8
2017,06MAT,F5,3,4,Pol bis,1.4,Polygonum bistorta,forb,70,98
2017,06MAT,F5,3,5,Pol bis,2.1,Polygonum bistorta,forb,94,197.4
2017,06MAT,F5,3,6,Pol bis,0.9,Polygonum bistorta,forb,56,50.4
2017,06MAT,F5,3,7,Pol bis,1.5,Polygonum bistorta,forb,67,100.5
2017,06MAT,F5,3,8,Pol bis,0.8,Polygonum bistorta,forb,61,48.800000000000004
2017,06MAT,F10,3,1,Pol bis,1.1,Polygonum bistorta,forb,93,102.30000000000001
2017,06MAT,F10,3,2,Pol bis,0.6,Polygonum bistorta,forb,89,53.4
2017,06MAT,F10,3,3,Pol bis,2.3,Polygonum bistorta,forb,86,197.79999999999998
2017,06MAT,F10,3,4,Pol bis,0.5,Polygonum bistorta,forb,95,47.5
2017,06MAT,F10,3,5,Pol bis,0.9,Polygonum bistorta,forb,112,100.8
2017,06MAT,F10,3,6,Pol bis,0.5,Polygonum bistorta,forb,96,48
2018,06MAT,CT,1,4,Pol bis,0.7,Polygonum bistorta,forb,141,98.69999999999999
2018,06MAT,CT,1,5,Pol bis,1.4,Polygonum bistorta,forb,142,198.79999999999998
2018,06MAT,F2,1,1,Pol bis,2.2,Polygonum bistorta,forb,139,305.8
2018,06MAT,F2,1,2,Pol bis,3.4,Polygonum bistorta,forb,117,397.8
2018,06MAT,F2,1,3,Pol bis,5.8,Polygonum bistorta,forb,104,603.1999999999999
2018,06MAT,F2,1,4,Pol bis,1.8,Polygonum bistorta,forb,112,201.6
2018,06MAT,F2,1,5,Pol bis,4.1,Polygonum bistorta,forb,123,504.29999999999995
2018,06MAT,F2,1,6,Pol bis,2.2,Polygonum bistorta,forb,134,294.8
2018,06MAT,F2,1,7,Pol bis,0.9,Polygonum bistorta,forb,117,105.3
2018,06MAT,F2,1,8,Pol bis,1,Polygonum bistorta,forb,100,100
2018,06MAT,F5,1,1,Pol bis,0.9,Polygonum bistorta,forb,106,95.4
2018,06MAT,F5,1,2,Pol bis,1.2,Polygonum bistorta,forb,86,103.2
2018,06MAT,CT,2,1,Pol bis,2.3,Polygonum bistorta,forb,129,296.7
2018,06MAT,CT,2,2,Pol bis,1.7,Polygonum bistorta,forb,120,204
2018,06MAT,CT,2,3,Pol bis,0.6,Polygonum bistorta,forb,155,93
2018,06MAT,CT,2,4,Pol bis,0.6,Polygonum bistorta,forb,79,47.4
2018,06MAT,CT,2,5,Pol bis,0.9,Polygonum bistorta,forb,115.5,103.95
2018,06MAT,CT,2,6,Pol bis,0.5,Polygonum bistorta,forb,110,55
2018,06MAT,CT,2,7,Pol bis,0.3,Polygonum bistorta,forb,143,42.9
2018,06MAT,CT,2,8,Pol bis,0.7,Polygonum bistorta,forb,142.5,99.75
2018,06MAT,F2,2,1,Pol bis,3.5,Polygonum bistorta,forb,143,500.5
2018,06MAT,F2,2,2,Pol bis,3.3,Polygonum bistorta,forb,123,405.9
2018,06MAT,F2,2,3,Pol bis,1.1,Polygonum bistorta,forb,176,193.60000000000002
2018,06MAT,F2,2,4,Pol bis,2.1,Polygonum bistorta,forb,143,300.3
2018,06MAT,F2,2,5,Pol bis,2.9,Polygonum bistorta,forb,140,406
2018,06MAT,F2,2,6,Pol bis,0.6,Polygonum bistorta,forb,77.5,46.5
2018,06MAT,F2,2,7,Pol bis,0.7,Polygonum bistorta,forb,135.5,94.85
2018,06MAT,F2,2,8,Pol bis,0.6,Polygonum bistorta,forb,89.5,53.699999999999996
2018,06MAT,F5,2,1,Pol bis,1,Polygonum bistorta,forb,98,98
2018,06MAT,F5,2,2,Pol bis,0.6,Polygonum bistorta,forb,79,47.4
2018,06MAT,F5,2,5,Pol bis,1.8,Polygonum bistorta,forb,109,196.20000000000002
2018,06MAT,F5,2,7,Pol bis,1,Polygonum bistorta,forb,96,96
2018,06MAT,CT,3,1,Pol bis,5.7,Polygonum bistorta,forb,87.5,498.75
2018,06MAT,CT,3,2,Pol bis,3,Polygonum bistorta,forb,98.5,295.5
2018,06MAT,CT,3,3,Pol bis,3.8,Polygonum bistorta,forb,106.5,404.7
2018,06MAT,CT,3,4,Pol bis,5.7,Polygonum bistorta,forb,87.5,498.75
2018,06MAT,CT,3,7,Pol bis,1,Polygonum bistorta,forb,96.5,96.5
2018,06MAT,CT,3,8,Pol bis,2.5,Polygonum bistorta,forb,81,202.5
2018,06MAT,F2,3,1,Pol bis,1.2,Polygonum bistorta,forb,163,195.6
2018,06MAT,F2,3,2,Pol bis,0.5,Polygonum bistorta,forb,106,53
2018,06MAT,F2,3,3,Pol bis,1.6,Polygonum bistorta,forb,126,201.60000000000002
2018,06MAT,F2,3,4,Pol bis,0.5,Polygonum bistorta,forb,104,52
2018,06MAT,F2,3,5,Pol bis,0.5,Polygonum bistorta,forb,99.5,49.75
2018,06MAT,F2,3,6,Pol bis,0.6,Polygonum bistorta,forb,85.5,51.3
2018,06MAT,F2,3,7,Pol bis,1.7,Polygonum bistorta,forb,119,202.29999999999998
2018,06MAT,F2,3,8,Pol bis,0.4,Polygonum bistorta,forb,117.5,47
2018,06MAT,F5,3,1,Pol bis,14.2,Polygonum bistorta,forb,91.5,1299.3
2018,06MAT,F5,3,2,Pol bis,2.9,Polygonum bistorta,forb,69,200.1
2018,06MAT,F5,3,3,Pol bis,6.1,Polygonum bistorta,forb,66,402.59999999999997
2018,06MAT,F5,3,4,Pol bis,3.1,Polygonum bistorta,forb,64.5,199.95000000000002
2018,06MAT,F5,3,5,Pol bis,7.8,Polygonum bistorta,forb,64,499.2
2018,06MAT,F5,3,6,Pol bis,1.4,Polygonum bistorta,forb,69,96.6
2018,06MAT,F5,3,7,Pol bis,1.5,Polygonum bistorta,forb,65,97.5
2018,06MAT,F10,3,1,Pol bis,1.3,Polygonum bistorta,forb,76,98.8
2018,06MAT,F10,3,3,Pol bis,0.7,Polygonum bistorta,forb,69.5,48.65
2018,06MAT,F10,3,4,Pol bis,0.6,Polygonum bistorta,forb,88,52.8
2018,06MAT,F10,3,5,Pol bis,1.4,Polygonum bistorta,forb,70.5,98.69999999999999
2018,06MAT,F10,3,6,Pol bis,1.8,Polygonum bistorta,forb,56,100.8
2019,06MAT,CT,1,1,Pol bis,1.6,Polygonum bistorta,forb,61.5,98.4
2019,06MAT,CT,1,4,Pol bis,1,Polygonum bistorta,forb,99,99
2019,06MAT,CT,1,5,Pol bis,1.3,Polygonum bistorta,forb,77,100.10000000000001
2019,06MAT,CT,1,6,Pol bis,0.6,Polygonum bistorta,forb,79.5,47.699999999999996
2019,06MAT,CT,1,7,Pol bis,1.6,Polygonum bistorta,forb,61.5,98.4
2019,06MAT,F2,1,1,Pol bis,1.4,Polygonum bistorta,forb,70.5,98.69999999999999
2019,06MAT,F2,1,2,Pol bis,1.5,Polygonum bistorta,forb,65,97.5
2019,06MAT,F2,1,3,Pol bis,1,Polygonum bistorta,forb,49,49
2019,06MAT,F2,1,4,Pol bis,0.9,Polygonum bistorta,forb,56.5,50.85
2019,06MAT,F2,1,5,Pol bis,3.9,Polygonum bistorta,forb,51.5,200.85
2019,06MAT,F2,1,6,Pol bis,0.9,Polygonum bistorta,forb,54.5,49.050000000000004
2019,06MAT,F2,1,7,Pol bis,0.9,Polygonum bistorta,forb,54,48.6
2019,06MAT,F2,1,8,Pol bis,0.6,Polygonum bistorta,forb,79.5,47.699999999999996
2019,06MAT,F5,1,2,Pol bis,0.8,Polygonum bistorta,forb,62.5,50
2019,06MAT,F5,1,4,Pol bis,2.1,Polygonum bistorta,forb,48.5,101.85000000000001
2019,06MAT,F5,1,5,Pol bis,0.7,Polygonum bistorta,forb,71,49.699999999999996
2019,06MAT,F5,1,6,Pol bis,1.9,Polygonum bistorta,forb,51.5,97.85
2019,06MAT,CT,2,1,Pol bis,2.7,Polygonum bistorta,forb,73,197.10000000000002
2019,06MAT,CT,2,2,Pol bis,0.7,Polygonum bistorta,forb,74,51.8
2019,06MAT,CT,2,3,Pol bis,2.2,Polygonum bistorta,forb,91.5,201.3
2019,06MAT,CT,2,4,Pol bis,1.1,Polygonum bistorta,forb,89,97.9
2019,06MAT,CT,2,5,Pol bis,1.7,Polygonum bistorta,forb,57.5,97.75
2019,06MAT,CT,2,6,Pol bis,1,Polygonum bistorta,forb,96,96
2019,06MAT,CT,2,8,Pol bis,1.4,Polygonum bistorta,forb,72,100.8
2019,06MAT,F2,2,1,Pol bis,2.7,Polygonum bistorta,forb,74,199.8
2019,06MAT,F2,2,2,Pol bis,3.4,Polygonum bistorta,forb,89,302.59999999999997
2019,06MAT,F2,2,3,Pol bis,1.4,Polygonum bistorta,forb,70,98
2019,06MAT,F2,2,4,Pol bis,4.2,Polygonum bistorta,forb,94.5,396.90000000000003
2019,06MAT,F2,2,5,Pol bis,3.6,Polygonum bistorta,forb,82.5,297
2019,06MAT,F2,2,6,Pol bis,0.5,Polygonum bistorta,forb,94,47
2019,06MAT,F5,2,1,Pol bis,0.8,Polygonum bistorta,forb,65.5,52.400000000000006
2019,06MAT,CT,3,1,Pol bis,0.6,Polygonum bistorta,forb,82.5,49.5
2019,06MAT,CT,3,2,Pol bis,0.6,Polygonum bistorta,forb,80.5,48.3
2019,06MAT,CT,3,3,Pol bis,1.2,Polygonum bistorta,forb,83,99.6
2019,06MAT,CT,3,4,Pol bis,0.6,Polygonum bistorta,forb,82,49.199999999999996
2019,06MAT,CT,3,5,Pol bis,1.2,Polygonum bistorta,forb,82,98.39999999999999
2019,06MAT,CT,3,6,Pol bis,1.9,Polygonum bistorta,forb,107,203.29999999999998
2019,06MAT,CT,3,7,Pol bis,0.8,Polygonum bistorta,forb,64,51.2
2019,06MAT,CT,3,8,Pol bis,1.2,Polygonum bistorta,forb,85,102
2019,06MAT,F2,3,1,Pol bis,0.7,Polygonum bistorta,forb,74.5,52.15
2019,06MAT,F2,3,2,Pol bis,0.5,Polygonum bistorta,forb,96,48
2019,06MAT,F2,3,3,Pol bis,2.1,Polygonum bistorta,forb,97.5,204.75
2019,06MAT,F2,3,4,Pol bis,0.7,Polygonum bistorta,forb,76.5,53.55
2019,06MAT,F2,3,6,Pol bis,0.5,Polygonum bistorta,forb,91,45.5
2019,06MAT,F2,3,7,Pol bis,0.7,Polygonum bistorta,forb,74,51.8
2019,06MAT,F5,3,1,Pol bis,2.6,Polygonum bistorta,forb,77,200.20000000000002
2019,06MAT,F5,3,2,Pol bis,0.8,Polygonum bistorta,forb,66,52.800000000000004
2019,06MAT,F5,3,3,Pol bis,1.3,Polygonum bistorta,forb,76.5,99.45
2019,06MAT,F5,3,4,Pol bis,2,Polygonum bistorta,forb,101.5,203
2019,06MAT,F5,3,5,Pol bis,2.9,Polygonum bistorta,forb,70,203
2019,06MAT,F5,3,6,Pol bis,1.4,Polygonum bistorta,forb,70.5,98.69999999999999
2019,06MAT,F5,3,7,Pol bis,1.2,Polygonum bistorta,forb,81.5,97.8
2019,06MAT,F10,3,2,Pol bis,0.7,Polygonum bistorta,forb,71,49.699999999999996
2019,06MAT,F10,3,3,Pol bis,1,Polygonum bistorta,forb,96.5,96.5
2019,06MAT,F10,3,5,Pol bis,0.7,Polygonum bistorta,forb,70.5,49.349999999999994
2019,06MAT,F10,3,6,Pol bis,0.6,Polygonum bistorta,forb,83,49.8
2019,06MAT,F10,3,7,Pol bis,1.2,Polygonum bistorta,forb,81,97.2
2020,06MAT,CT,1,1,Pol bis,0.6,Polygonum bistorta,forb,82,49.199999999999996
2020,06MAT,CT,1,4,Pol bis,2,Polygonum bistorta,forb,101.5,203
2020,06MAT,CT,1,5,Pol bis,2.5,Polygonum bistorta,forb,80.5,201.25
2020,06MAT,F2,1,1,Pol bis,2.6,Polygonum bistorta,forb,76,197.6
2020,06MAT,F2,1,2,Pol bis,2.3,Polygonum bistorta,forb,88,202.39999999999998
2020,06MAT,F2,1,3,Pol bis,1.1,Polygonum bistorta,forb,90,99.00000000000001
2020,06MAT,F2,1,4,Pol bis,1.4,Polygonum bistorta,forb,70,98
2020,06MAT,F2,1,5,Pol bis,3,Polygonum bistorta,forb,67,201
2020,06MAT,F5,1,2,Pol bis,1.5,Polygonum bistorta,forb,66,99
2020,06MAT,F5,1,3,Pol bis,1.2,Polygonum bistorta,forb,81,97.2
2020,06MAT,CT,2,1,Pol bis,2.3,Polygonum bistorta,forb,88.5,203.54999999999998
2020,06MAT,CT,2,2,Pol bis,1.3,Polygonum bistorta,forb,74.5,96.85000000000001
2020,06MAT,CT,2,3,Pol bis,0.6,Polygonum bistorta,forb,77.5,46.5
2020,06MAT,CT,2,4,Pol bis,1,Polygonum bistorta,forb,95.5,95.5
2020,06MAT,CT,2,5,Pol bis,1.2,Polygonum bistorta,forb,83,99.6
2020,06MAT,F2,2,1,Pol bis,1.5,Polygonum bistorta,forb,68,102
2020,06MAT,F2,2,2,Pol bis,1,Polygonum bistorta,forb,95.5,95.5
2020,06MAT,F2,2,3,Pol bis,0.7,Polygonum bistorta,forb,67.5,47.25
2020,06MAT,F2,2,4,Pol bis,7.1,Polygonum bistorta,forb,98.5,699.3499999999999
